Cust_id,age,job,marital,education,default,balance,housing,loan
ABC37423,43,blue-collar,married,primary,no,794,yes,no
ABC40903,55,management,married,primary,no,113,no,no
ABC37424,37,blue-collar,married,secondary,no,-308,yes,no
ABC40905,58,services,divorced,secondary,no,462,no,no
ABC37425,45,blue-collar,married,secondary,no,577,yes,no
ABC37428,45,management,married,tertiary,no,54,yes,no
ABC40909,33,blue-collar,single,secondary,no,498,no,no
ABC4091,41,services,single,secondary,no,1020,yes,no
ABC37429,37,services,married,secondary,no,1328,yes,no
ABC3743,30,services,married,secondary,no,67,yes,no
ABC37430,42,blue-collar,married,secondary,no,-336,yes,no
ABC37431,35,blue-collar,married,secondary,no,712,yes,yes
ABC37432,41,self-employed,married,secondary,no,305,yes,no
ABC37433,53,services,married,primary,no,234,yes,no
ABC37436,60,management,divorced,secondary,no,0,yes,no
ABC40918,43,blue-collar,married,tertiary,no,2643,no,no
ABC37437,47,blue-collar,married,primary,no,6150,yes,no
ABC37438,32,blue-collar,married,secondary,no,210,yes,no
ABC37439,46,blue-collar,married,primary,no,5461,yes,no
ABC3744,38,blue-collar,married,secondary,no,961,yes,no
ABC37442,49,services,married,secondary,no,2409,yes,no
ABC37443,39,blue-collar,married,primary,no,640,yes,no
ABC37445,34,blue-collar,married,primary,no,3,yes,no
ABC37447,36,management,divorced,tertiary,no,-978,yes,no
ABC40926,34,services,married,secondary,no,1337,no,no
ABC37449,58,management,married,tertiary,no,4152,yes,no
ABC3745,40,services,married,secondary,no,181,yes,no
ABC37450,51,blue-collar,married,secondary,no,-491,yes,yes
ABC37451,51,blue-collar,married,secondary,no,707,yes,no
ABC37452,36,blue-collar,married,secondary,no,330,yes,no
ABC37453,57,blue-collar,married,secondary,no,25,yes,no
ABC37454,46,management,married,tertiary,no,1103,yes,no
ABC37456,41,services,divorced,secondary,no,654,yes,no
ABC37457,42,management,divorced,tertiary,no,47,yes,no
ABC3746,34,entrepreneur,married,tertiary,no,355,yes,no
ABC37460,35,blue-collar,married,primary,no,445,yes,no
ABC37461,47,blue-collar,married,primary,no,3067,yes,no
ABC40941,35,services,married,unknown,no,618,no,no
ABC37462,39,blue-collar,married,secondary,no,41,yes,no
ABC40943,43,blue-collar,single,secondary,no,451,no,no
ABC37463,43,management,married,tertiary,no,1264,yes,no
ABC37464,56,blue-collar,married,unknown,no,84,yes,no
ABC37466,46,services,divorced,secondary,no,2268,yes,no
ABC37467,36,services,married,secondary,no,-302,yes,no
ABC40948,74,retired,married,primary,no,0,no,no
ABC40949,45,unemployed,divorced,primary,yes,11,no,no
ABC37468,47,blue-collar,divorced,primary,no,409,yes,no
ABC37469,38,blue-collar,married,primary,no,168,yes,yes
ABC3747,41,management,married,tertiary,no,0,no,yes
ABC37470,34,blue-collar,married,secondary,no,3778,yes,no
ABC40953,38,blue-collar,married,secondary,no,1165,yes,no
ABC37471,31,services,married,secondary,no,143,yes,no
ABC40955,77,retired,married,tertiary,no,699,no,no
ABC37473,42,management,married,tertiary,no,1162,yes,no
ABC37474,41,blue-collar,married,secondary,no,-664,yes,yes
ABC37475,45,blue-collar,divorced,secondary,no,809,yes,no
ABC37476,31,unemployed,married,tertiary,no,232,yes,no
ABC37477,51,services,married,secondary,no,107,yes,no
ABC37480,33,blue-collar,married,primary,no,324,yes,no
ABC40962,29,services,single,tertiary,no,41,yes,no
ABC37481,51,blue-collar,married,primary,no,1203,yes,yes
ABC40965,31,services,married,secondary,no,35,no,no
ABC37483,40,blue-collar,married,primary,no,104,yes,no
ABC37484,36,blue-collar,married,primary,no,2040,yes,no
ABC37485,37,services,married,secondary,no,68,yes,yes
ABC40969,36,blue-collar,married,tertiary,no,341,no,no
ABC37488,52,management,divorced,secondary,no,-607,yes,no
ABC40970,50,services,married,secondary,no,3169,no,no
ABC37489,34,blue-collar,married,secondary,no,113,yes,no
ABC40972,44,blue-collar,divorced,secondary,no,14,no,no
ABC3749,32,services,divorced,secondary,no,-115,yes,no
ABC37490,45,services,married,secondary,no,358,yes,no
ABC37491,35,blue-collar,married,secondary,no,635,yes,no
ABC37492,36,blue-collar,married,primary,no,38,yes,yes
ABC37494,42,blue-collar,married,primary,no,21,yes,no
ABC37495,52,management,married,tertiary,no,0,yes,no
ABC37496,55,retired,married,secondary,no,1279,yes,no
ABC40980,60,retired,married,secondary,no,523,no,no
ABC37497,33,blue-collar,married,primary,no,142,yes,no
ABC37498,44,services,divorced,tertiary,no,994,yes,no
ABC37499,39,blue-collar,married,secondary,no,0,yes,no
ABC40985,56,management,married,tertiary,no,616,no,no
ABC375,48,blue-collar,married,unknown,no,131,yes,no
ABC37500,40,management,married,tertiary,no,342,yes,no
ABC40988,76,retired,married,primary,no,3324,no,no
ABC37501,42,services,married,secondary,no,108,yes,yes
ABC37502,32,blue-collar,married,secondary,no,335,yes,no
ABC37504,35,blue-collar,married,primary,no,298,yes,no
ABC37505,47,blue-collar,married,unknown,no,878,yes,no
ABC37508,29,services,married,secondary,no,182,yes,no
ABC37509,48,blue-collar,married,secondary,no,-38,yes,no
ABC37510,33,blue-collar,married,secondary,no,668,yes,yes
ABC40999,33,services,married,secondary,no,227,yes,yes
ABC37511,32,services,married,tertiary,no,4908,no,yes
ABC37514,55,blue-collar,married,tertiary,no,639,yes,no
ABC37516,37,blue-collar,married,secondary,no,121,yes,yes
ABC37518,44,services,married,secondary,no,4837,yes,no
ABC3752,34,self-employed,married,tertiary,no,1029,yes,yes
ABC37520,41,management,married,tertiary,no,1204,yes,yes
ABC37521,52,entrepreneur,married,secondary,no,3332,yes,yes
ABC37524,49,entrepreneur,married,tertiary,no,4976,yes,no
ABC37526,35,blue-collar,married,secondary,no,-255,yes,no
ABC37528,32,blue-collar,married,secondary,no,-446,no,no
ABC3753,42,services,married,secondary,no,534,yes,no
ABC37530,42,services,divorced,secondary,no,83,no,no
ABC37531,35,services,divorced,secondary,no,78,yes,no
ABC37533,45,services,married,secondary,no,1501,yes,no
ABC37535,32,blue-collar,married,tertiary,no,396,yes,no
ABC37537,35,services,married,secondary,no,1417,yes,no
ABC37538,34,management,married,tertiary,no,186,yes,no
ABC41017,56,retired,married,primary,no,9367,no,no
ABC37540,51,entrepreneur,married,secondary,no,934,yes,yes
ABC37544,38,management,divorced,tertiary,no,1149,yes,no
ABC37545,42,blue-collar,married,primary,no,1398,no,no
ABC37546,31,management,married,tertiary,no,22546,yes,no
ABC41021,45,management,single,tertiary,no,2067,yes,no
ABC41023,57,retired,single,tertiary,no,842,no,no
ABC37547,37,services,married,secondary,no,1140,yes,no
ABC37548,37,blue-collar,married,secondary,no,3269,yes,yes
ABC3755,35,services,married,secondary,no,1053,yes,no
ABC37550,30,blue-collar,married,secondary,no,2583,yes,no
ABC37551,35,blue-collar,married,unknown,no,568,yes,no
ABC37553,45,blue-collar,married,primary,no,528,yes,no
ABC37556,55,entrepreneur,divorced,tertiary,no,903,yes,no
ABC37557,40,services,divorced,secondary,no,131,yes,no
ABC41031,49,blue-collar,married,tertiary,no,1235,no,no
ABC37558,32,blue-collar,married,secondary,no,822,yes,no
ABC41033,49,management,married,tertiary,no,1,no,no
ABC37559,33,management,married,secondary,no,-224,yes,no
ABC37560,56,blue-collar,married,secondary,no,126,no,no
ABC41036,37,services,married,secondary,no,775,no,no
ABC37562,34,blue-collar,divorced,secondary,no,175,yes,no
ABC37564,47,services,married,secondary,no,120,yes,no
ABC41039,37,management,married,tertiary,no,1276,no,no
ABC37565,46,blue-collar,married,secondary,no,2836,yes,no
ABC37567,42,blue-collar,married,primary,no,325,yes,no
ABC37568,39,management,married,tertiary,no,0,yes,no
ABC37569,44,services,divorced,secondary,no,206,yes,no
ABC37570,31,management,married,secondary,no,466,yes,no
ABC37571,49,services,married,tertiary,no,411,no,no
ABC37572,44,services,divorced,secondary,no,130,yes,no
ABC41048,46,unemployed,single,tertiary,no,44,no,no
ABC37573,56,blue-collar,married,secondary,no,244,yes,no
ABC37574,43,blue-collar,married,secondary,no,1437,yes,no
ABC37577,49,blue-collar,married,secondary,no,-205,yes,yes
ABC37579,33,services,married,secondary,no,1521,yes,no
ABC41053,47,unemployed,married,secondary,no,926,no,no
ABC3758,33,services,divorced,secondary,no,2,yes,no
ABC37580,34,blue-collar,married,secondary,no,529,yes,no
ABC37583,43,management,married,tertiary,no,1712,yes,no
ABC41057,36,management,married,primary,no,1506,no,no
ABC37584,35,blue-collar,married,tertiary,no,-269,yes,yes
ABC37586,55,self-employed,married,secondary,no,203,yes,no
ABC3759,57,retired,divorced,secondary,no,70,yes,no
ABC41063,36,blue-collar,divorced,secondary,no,2843,no,no
ABC37590,36,blue-collar,married,unknown,no,1336,yes,yes
ABC41066,37,student,single,unknown,no,444,no,no
ABC41067,62,management,married,tertiary,no,557,no,no
ABC37591,35,blue-collar,married,secondary,no,257,yes,no
ABC37594,36,services,married,secondary,no,3988,yes,yes
ABC37596,44,blue-collar,married,secondary,no,-182,yes,yes
ABC41071,45,management,married,tertiary,no,2671,no,no
ABC41072,33,management,married,tertiary,no,271,yes,no
ABC41073,63,blue-collar,married,secondary,no,896,yes,no
ABC37598,37,services,divorced,secondary,no,241,yes,no
ABC3760,50,entrepreneur,married,secondary,no,556,yes,no
ABC37600,33,blue-collar,married,primary,no,149,yes,no
ABC37601,31,services,married,secondary,no,179,yes,no
ABC41080,60,retired,married,unknown,no,209,no,no
ABC41081,44,management,married,tertiary,no,226,yes,no
ABC37603,41,blue-collar,married,unknown,no,2361,no,no
ABC41083,33,unemployed,single,tertiary,no,1974,no,no
ABC41084,39,entrepreneur,married,tertiary,no,942,yes,no
ABC37604,39,blue-collar,married,secondary,no,133,yes,no
ABC41086,46,blue-collar,married,unknown,no,336,yes,no
ABC37605,32,management,married,tertiary,no,62,yes,no
ABC37609,48,blue-collar,divorced,secondary,no,2071,no,no
ABC37611,52,management,married,secondary,no,2216,yes,yes
ABC37614,34,blue-collar,married,primary,no,-204,yes,no
ABC37616,33,management,married,tertiary,no,0,yes,yes
ABC37617,35,blue-collar,divorced,secondary,no,-566,yes,no
ABC37618,39,blue-collar,married,secondary,no,49,yes,no
ABC37619,33,blue-collar,married,secondary,no,1233,yes,no
ABC41096,42,services,married,primary,no,-306,yes,no
ABC3762,45,blue-collar,divorced,secondary,no,9,yes,no
ABC37625,38,blue-collar,divorced,secondary,no,2048,no,yes
ABC37626,31,blue-collar,married,secondary,no,125,yes,no
ABC3763,33,blue-collar,divorced,secondary,no,-131,yes,no
ABC41101,56,management,married,unknown,no,4623,no,no
ABC41102,82,retired,married,secondary,no,276,no,no
ABC37630,31,blue-collar,married,primary,no,554,yes,no
ABC37631,44,blue-collar,married,secondary,no,500,yes,no
ABC41105,77,retired,married,tertiary,no,0,no,no
ABC37632,32,blue-collar,married,secondary,no,22,yes,no
ABC37633,32,blue-collar,married,secondary,no,1914,yes,no
ABC37634,52,services,divorced,secondary,no,1135,yes,no
ABC37635,47,services,divorced,secondary,no,980,yes,no
ABC37636,46,blue-collar,married,tertiary,no,217,yes,no
ABC37637,41,blue-collar,married,secondary,no,14,yes,no
ABC37639,40,services,married,secondary,no,438,yes,no
ABC37640,46,management,divorced,tertiary,no,225,yes,no
ABC41117,50,blue-collar,married,secondary,no,2218,yes,no
ABC37641,44,management,married,unknown,no,415,yes,no
ABC37642,36,management,married,tertiary,no,242,yes,no
ABC37643,38,services,married,secondary,no,66,yes,no
ABC37644,35,blue-collar,married,primary,no,602,yes,no
ABC37645,36,management,married,tertiary,no,532,yes,no
ABC41122,62,retired,married,secondary,no,1495,no,no
ABC37648,36,self-employed,married,tertiary,no,307,yes,no
ABC37649,36,services,divorced,secondary,no,869,yes,no
ABC37650,49,blue-collar,married,tertiary,no,1769,yes,no
ABC37651,54,services,married,primary,no,8,yes,no
ABC37654,38,services,divorced,secondary,no,6182,yes,no
ABC37656,43,blue-collar,divorced,secondary,no,688,yes,no
ABC41132,55,management,married,tertiary,no,12972,no,no
ABC37657,43,blue-collar,married,secondary,no,117,yes,no
ABC37658,47,blue-collar,married,secondary,no,417,yes,no
ABC41136,30,student,single,secondary,no,48,no,no
ABC37663,56,blue-collar,married,primary,no,828,yes,no
ABC37665,40,retired,divorced,primary,no,919,yes,no
ABC3767,59,retired,married,primary,no,646,yes,no
ABC37670,39,services,married,secondary,no,20928,no,no
ABC41140,55,blue-collar,divorced,tertiary,no,0,no,no
ABC37671,48,blue-collar,married,secondary,no,503,yes,no
ABC37672,34,blue-collar,married,secondary,no,2436,yes,no
ABC37676,37,blue-collar,married,secondary,no,720,yes,no
ABC41144,34,self-employed,married,tertiary,no,0,no,no
ABC37677,37,services,divorced,secondary,no,0,yes,yes
ABC37678,40,unemployed,married,secondary,no,270,yes,no
ABC41147,31,management,married,tertiary,no,537,yes,no
ABC41148,55,blue-collar,married,secondary,no,1938,no,yes
ABC37679,40,blue-collar,married,tertiary,no,253,yes,no
ABC41150,49,blue-collar,single,secondary,no,9131,yes,no
ABC37680,43,management,married,primary,no,62,yes,no
ABC37683,48,blue-collar,divorced,primary,no,194,yes,no
ABC37684,35,services,married,secondary,no,3863,yes,no
ABC41154,67,retired,divorced,tertiary,no,443,no,no
ABC37685,50,blue-collar,divorced,primary,no,1629,yes,no
ABC37686,31,services,married,secondary,no,640,yes,no
ABC37689,33,blue-collar,married,secondary,no,705,yes,no
ABC3769,44,blue-collar,married,primary,no,1511,yes,no
ABC37695,48,services,divorced,unknown,no,-70,no,no
ABC37696,29,services,married,secondary,no,6429,yes,yes
ABC41160,43,services,married,secondary,no,132,no,no
ABC37697,49,entrepreneur,divorced,secondary,no,816,yes,no
ABC3770,33,blue-collar,married,secondary,no,58,no,no
ABC37700,53,services,divorced,primary,no,146,yes,no
ABC37702,50,blue-collar,married,secondary,no,-581,yes,no
ABC41169,59,retired,divorced,secondary,no,1,no,no
ABC41170,44,services,married,secondary,no,10905,no,no
ABC41171,42,management,married,tertiary,no,976,no,no
ABC37704,48,services,divorced,secondary,no,-407,yes,no
ABC41173,29,management,single,tertiary,no,2531,no,no
ABC41174,32,management,married,tertiary,no,1270,no,no
ABC37705,54,retired,married,secondary,no,1139,yes,no
ABC41177,38,blue-collar,married,secondary,no,10596,no,no
ABC37706,34,management,married,tertiary,no,902,yes,no
ABC37708,59,management,married,tertiary,no,2260,yes,no
ABC37710,55,management,married,primary,no,366,yes,no
ABC37714,46,management,divorced,tertiary,no,233,yes,yes
ABC37718,35,blue-collar,married,primary,no,113,yes,no
ABC37719,30,blue-collar,married,secondary,no,0,yes,no
ABC41186,34,self-employed,single,tertiary,no,9962,no,no
ABC41187,59,management,married,tertiary,no,2239,no,no
ABC3772,39,blue-collar,married,primary,no,385,yes,no
ABC37721,37,blue-collar,married,unknown,no,969,yes,no
ABC37724,42,blue-collar,married,primary,no,142,yes,no
ABC37726,55,retired,married,secondary,no,785,yes,no
ABC37727,42,entrepreneur,married,secondary,no,718,yes,no
ABC41194,62,self-employed,divorced,secondary,no,0,yes,no
ABC37728,33,blue-collar,married,secondary,no,687,yes,no
ABC37729,39,management,married,tertiary,no,1090,yes,no
ABC3773,36,management,divorced,tertiary,no,1343,yes,yes
ABC37730,45,blue-collar,married,primary,no,345,yes,no
ABC37731,43,blue-collar,married,secondary,no,38,yes,no
ABC41200,45,self-employed,married,secondary,no,4068,no,no
ABC37733,40,blue-collar,married,primary,no,3705,yes,no
ABC41202,46,services,married,secondary,no,368,no,no
ABC37735,43,management,married,tertiary,no,-271,yes,yes
ABC37737,50,management,married,secondary,no,125,yes,yes
ABC41205,34,services,married,secondary,no,1406,yes,no
ABC41206,34,blue-collar,married,tertiary,no,197,no,no
ABC37738,30,blue-collar,married,secondary,no,15,yes,yes
ABC37739,37,blue-collar,married,primary,no,397,yes,no
ABC41209,42,management,married,primary,no,5310,yes,no
ABC3774,34,services,divorced,secondary,no,169,yes,no
ABC41212,60,services,married,secondary,no,106,no,no
ABC37740,48,management,divorced,tertiary,no,541,yes,no
ABC37741,46,blue-collar,married,secondary,no,431,yes,no
ABC37742,60,blue-collar,married,secondary,no,1407,yes,no
ABC41217,47,management,married,tertiary,no,0,no,yes
ABC41218,52,services,divorced,secondary,no,363,yes,no
ABC37743,34,blue-collar,married,secondary,no,175,yes,no
ABC37744,43,entrepreneur,married,primary,no,2315,yes,yes
ABC37749,30,blue-collar,married,secondary,no,-97,yes,yes
ABC41221,61,services,married,secondary,no,1046,yes,no
ABC3775,35,blue-collar,married,secondary,no,-613,yes,no
ABC37751,55,retired,married,primary,no,-966,no,yes
ABC37753,35,management,married,tertiary,no,1212,yes,no
ABC37754,40,blue-collar,married,primary,no,637,yes,no
ABC41228,65,retired,married,secondary,no,2326,no,yes
ABC41229,50,blue-collar,married,secondary,no,3370,no,no
ABC37755,31,blue-collar,married,secondary,no,625,yes,no
ABC41232,43,services,single,secondary,no,733,yes,no
ABC41233,59,management,married,tertiary,no,474,no,no
ABC41235,53,retired,divorced,tertiary,no,-309,yes,no
ABC41237,38,blue-collar,married,secondary,no,6728,no,no
ABC41238,71,retired,divorced,secondary,no,5584,no,no
ABC37756,37,blue-collar,divorced,secondary,no,5957,yes,no
ABC37759,31,management,married,tertiary,no,0,yes,no
ABC3776,47,services,married,primary,no,1496,yes,no
ABC41242,59,unemployed,married,secondary,no,1047,no,no
ABC37763,57,services,married,secondary,no,0,yes,no
